date,name,category,value
2020-03-29,WI,WI,1112
2020-03-29,WV,WV,113
2020-03-29,WY,WY,86
2020-03-28,AK,AK,85
2020-03-28,AL,AL,696
2020-03-28,AR,AR,404
2020-03-28,AS,AS,
2020-03-28,AZ,AZ,873
2020-03-28,CA,CA,4643
2020-03-28,CO,CO,1734
2020-03-28,CT,CT,1291
2020-03-28,DC,DC,304
2020-03-28,DE,DE,214
2020-03-28,FL,FL,3763
2020-03-28,GA,GA,2366
2020-03-28,GU,GU,55
2020-03-28,HI,HI,120
2020-03-28,IA,IA,298
2020-03-28,ID,ID,230
2020-03-28,IL,IL,3491
2020-03-28,IN,IN,1232
2020-03-28,KS,KS,261
2020-03-28,KY,KY,302
2020-03-28,LA,LA,3315
2020-03-28,MA,MA,4257
2020-03-28,MD,MD,992
2020-03-28,ME,ME,211
2020-03-28,MI,MI,9287
2020-03-28,MN,MN,441
2020-03-28,MO,MO,838
2020-03-28,MP,MP,2
2020-03-28,MS,MS,663
2020-03-28,MT,MT,129
2020-03-28,NC,NC,935
2020-03-28,ND,ND,83
2020-03-28,NE,NE,96
2020-03-28,NH,NH,187
2020-03-28,NJ,NJ,11124
2020-03-28,NM,NM,191
2020-03-28,NV,NV,621
2020-03-28,NY,NY,52318
2020-03-28,OH,OH,1406
2020-03-28,OK,OK,377
2020-03-28,OR,OR,479
2020-03-28,PA,PA,2751
2020-03-28,PR,PR,100
2020-03-28,RI,RI,239
2020-03-28,SC,SC,539
2020-03-28,SD,SD,68
2020-03-28,TN,TN,1373
2020-03-28,TX,TX,2052
2020-03-28,UT,UT,602
2020-03-28,VA,VA,739
2020-03-28,VI,VI,22
2020-03-28,VT,VT,211
2020-03-28,WA,WA,4707
2020-03-28,WI,WI,989
2020-03-28,WV,WV,96
2020-03-28,WY,WY,82
2020-03-27,AK,AK,69
2020-03-27,AL,AL,587
2020-03-27,AR,AR,381
2020-03-27,AS,AS,
2020-03-27,AZ,AZ,736
2020-03-27,CA,CA,3879
2020-03-27,CO,CO,1430
2020-03-27,CT,CT,1291
2020-03-27,DC,DC,267
2020-03-27,DE,DE,163
2020-03-27,FL,FL,2765
2020-03-27,GA,GA,2001
2020-03-27,GU,GU,51
2020-03-27,HI,HI,106
2020-03-27,IA,IA,235
2020-03-27,ID,ID,189
2020-03-27,IL,IL,3026
2020-03-27,IN,IN,981
2020-03-27,KS,KS,202
2020-03-27,KY,KY,248
2020-03-27,LA,LA,2746
2020-03-27,MA,MA,3240
2020-03-27,MD,MD,774
2020-03-27,ME,ME,168
2020-03-27,MI,MI,8659
2020-03-27,MN,MN,398
2020-03-27,MO,MO,669
2020-03-27,MP,MP,0
2020-03-27,MS,MS,579
2020-03-27,MT,MT,108
2020-03-27,NC,NC,763
2020-03-27,ND,ND,65
2020-03-27,NE,NE,85
2020-03-27,NH,NH,158
2020-03-27,NJ,NJ,8825
2020-03-27,NM,NM,136
2020-03-27,NV,NV,535
2020-03-27,NY,NY,44635
2020-03-27,OH,OH,1137
2020-03-27,OK,OK,322
2020-03-27,OR,OR,414
2020-03-27,PA,PA,2218
2020-03-27,PR,PR,79
2020-03-27,RI,RI,203
2020-03-27,SC,SC,456
2020-03-27,SD,SD,58
2020-03-27,TN,TN,1203
2020-03-27,TX,TX,1731
2020-03-27,UT,UT,480
2020-03-27,VA,VA,604
2020-03-27,VI,VI,19
2020-03-27,VT,VT,184
2020-03-27,WA,WA,4238
2020-03-27,WI,WI,842
2020-03-27,WV,WV,76
2020-03-27,WY,WY,70
2020-03-26,AK,AK,59
2020-03-26,AL,AL,506
2020-03-26,AR,AR,335
2020-03-26,AS,AS,
2020-03-26,AZ,AZ,577
2020-03-26,CA,CA,3006
2020-03-26,CO,CO,1086
2020-03-26,CT,CT,1012
2020-03-26,DC,DC,231
2020-03-26,DE,DE,130
2020-03-26,FL,FL,2355
2020-03-26,GA,GA,1525
2020-03-26,GU,GU,45
2020-03-26,HI,HI,95
2020-03-26,IA,IA,179
2020-03-26,ID,ID,123
2020-03-26,IL,IL,2538
2020-03-26,IN,IN,645
2020-03-26,KS,KS,168
2020-03-26,KY,KY,198
2020-03-26,LA,LA,2305
2020-03-26,MA,MA,2417
2020-03-26,MD,MD,580
2020-03-26,ME,ME,155
2020-03-26,MI,MI,7767
2020-03-26,MN,MN,346
2020-03-26,MO,MO,502
2020-03-26,MP,MP,0
2020-03-26,MS,MS,485
2020-03-26,MT,MT,71
2020-03-26,NC,NC,636
2020-03-26,ND,ND,52
2020-03-26,NE,NE,73
2020-03-26,NH,NH,137
2020-03-26,NJ,NJ,6876
2020-03-26,NM,NM,112
2020-03-26,NV,NV,420
2020-03-26,NY,NY,37258
2020-03-26,OH,OH,867
2020-03-26,OK,OK,248
2020-03-26,OR,OR,327
2020-03-26,PA,PA,1687
2020-03-26,PR,PR,64
2020-03-26,RI,RI,165
2020-03-26,SC,SC,456
2020-03-26,SD,SD,46
2020-03-26,TN,TN,957
2020-03-26,TX,TX,1396
2020-03-26,UT,UT,402
2020-03-26,VA,VA,460
2020-03-26,VI,VI,17
2020-03-26,VT,VT,158
2020-03-26,WA,WA,3745
2020-03-26,WI,WI,707
2020-03-26,WV,WV,51
2020-03-26,WY,WY,53
2020-03-25,AK,AK,42
2020-03-25,AL,AL,283
2020-03-25,AR,AR,280
2020-03-25,AS,AS,
2020-03-25,AZ,AZ,450
2020-03-25,CA,CA,2355
2020-03-25,CO,CO,912
2020-03-25,CT,CT,875
2020-03-25,DC,DC,183
2020-03-25,DE,DE,115
2020-03-25,FL,FL,1682
2020-03-25,GA,GA,1247
2020-03-25,GU,GU,37
2020-03-25,HI,HI,90
2020-03-25,IA,IA,145
2020-03-25,ID,ID,73
2020-03-25,IL,IL,1865
2020-03-25,IN,IN,477
2020-03-25,KS,KS,126
2020-03-25,KY,KY,157
2020-03-25,LA,LA,1795
2020-03-25,MA,MA,1838
2020-03-25,MD,MD,423
2020-03-25,ME,ME,149
2020-03-25,MI,MI,7060
2020-03-25,MN,MN,287
2020-03-25,MO,MO,356
2020-03-25,MP,MP,0
2020-03-25,MS,MS,377
2020-03-25,MT,MT,53
2020-03-25,NC,NC,504
2020-03-25,ND,ND,39
2020-03-25,NE,NE,61
2020-03-25,NH,NH,108
2020-03-25,NJ,NJ,4402
2020-03-25,NM,NM,100
2020-03-25,NV,NV,321
2020-03-25,NY,NY,30811
2020-03-25,OH,OH,704
2020-03-25,OK,OK,164
2020-03-25,OR,OR,209
2020-03-25,PA,PA,1127
2020-03-25,PR,PR,51
2020-03-25,RI,RI,132
2020-03-25,SC,SC,424
2020-03-25,SD,SD,41
2020-03-25,TN,TN,784
2020-03-25,TX,TX,974
2020-03-25,UT,UT,346
2020-03-25,VA,VA,391
2020-03-25,VI,VI,17
2020-03-25,VT,VT,123
2020-03-25,WA,WA,3275
2020-03-25,WI,WI,585
2020-03-25,WV,WV,39
2020-03-25,WY,WY,44
2020-03-24,AK,AK,36
2020-03-24,AL,AL,215
2020-03-24,AR,AR,218
2020-03-24,AS,AS,
2020-03-24,AZ,AZ,357
2020-03-24,CA,CA,2102
2020-03-24,CO,CO,720
2020-03-24,CT,CT,618
2020-03-24,DC,DC,137
2020-03-24,DE,DE,91
2020-03-24,FL,FL,1412
2020-03-24,GA,GA,1026
2020-03-24,GU,GU,32
2020-03-24,HI,HI,77
2020-03-24,IA,IA,124
2020-03-24,ID,ID,50
2020-03-24,IL,IL,1535
2020-03-24,IN,IN,365
2020-03-24,KS,KS,98
2020-03-24,KY,KY,124
2020-03-24,LA,LA,1388
2020-03-24,MA,MA,1159
2020-03-24,MD,MD,349
2020-03-24,ME,ME,125
2020-03-24,MI,MI,1791
2020-03-24,MN,MN,262
2020-03-24,MO,MO,183
2020-03-24,MP,MP,0
2020-03-24,MS,MS,320
2020-03-24,MT,MT,46
2020-03-24,NC,NC,398
2020-03-24,ND,ND,34
2020-03-24,NE,NE,52
2020-03-24,NH,NH,101
2020-03-24,NJ,NJ,3675
2020-03-24,NM,NM,83
2020-03-24,NV,NV,278
2020-03-24,NY,NY,25665
2020-03-24,OH,OH,564
2020-03-24,OK,OK,106
2020-03-24,OR,OR,209
2020-03-24,PA,PA,851
2020-03-24,PR,PR,39
2020-03-24,RI,RI,124
2020-03-24,SC,SC,298
2020-03-24,SD,SD,30
2020-03-24,TN,TN,667
2020-03-24,TX,TX,410
2020-03-24,UT,UT,299
2020-03-24,VA,VA,290
2020-03-24,VI,VI,17
2020-03-24,VT,VT,95
2020-03-24,WA,WA,2823
2020-03-24,WI,WI,457
2020-03-24,WV,WV,20
2020-03-24,WY,WY,29
2020-03-23,AK,AK,22
2020-03-23,AL,AL,167
2020-03-23,AR,AR,174
2020-03-23,AS,AS,
2020-03-23,AZ,AZ,265
2020-03-23,CA,CA,1733
2020-03-23,CO,CO,591
2020-03-23,CT,CT,415
2020-03-23,DC,DC,116
2020-03-23,DE,DE,68
2020-03-23,FL,FL,1171
2020-03-23,GA,GA,772
2020-03-23,GU,GU,29
2020-03-23,HI,HI,56
2020-03-23,IA,IA,105
2020-03-23,ID,ID,47
2020-03-23,IL,IL,1273
2020-03-23,IN,IN,259
2020-03-23,KS,KS,82
2020-03-23,KY,KY,104
2020-03-23,LA,LA,1172
2020-03-23,MA,MA,777
2020-03-23,MD,MD,288
2020-03-23,ME,ME,107
2020-03-23,MI,MI,1328
2020-03-23,MN,MN,235
2020-03-23,MO,MO,183
2020-03-23,MP,MP,0
2020-03-23,MS,MS,249
2020-03-23,MT,MT,34
2020-03-23,NC,NC,297
2020-03-23,ND,ND,30
2020-03-23,NE,NE,50
2020-03-23,NH,NH,78
2020-03-23,NJ,NJ,2844
2020-03-23,NM,NM,65
2020-03-23,NV,NV,245
2020-03-23,NY,NY,20875
2020-03-23,OH,OH,442
2020-03-23,OK,OK,81
2020-03-23,OR,OR,191
2020-03-23,PA,PA,644
2020-03-23,PR,PR,31
2020-03-23,RI,RI,106
2020-03-23,SC,SC,298
2020-03-23,SD,SD,28
2020-03-23,TN,TN,615
2020-03-23,TX,TX,352
2020-03-23,UT,UT,257
2020-03-23,VA,VA,254
2020-03-23,VI,VI,17
2020-03-23,VT,VT,75
2020-03-23,WA,WA,2450
2020-03-23,WI,WI,416
2020-03-23,WV,WV,16
2020-03-23,WY,WY,26
2020-03-22,AK,AK,22
2020-03-22,AL,AL,138
2020-03-22,AR,AR,165
2020-03-22,AS,AS,
2020-03-22,AZ,AZ,152
2020-03-22,CA,CA,1536
2020-03-22,CO,CO,475
2020-03-22,CT,CT,223
2020-03-22,DC,DC,98
2020-03-22,DE,DE,56
2020-03-22,FL,FL,830
2020-03-22,GA,GA,600
2020-03-22,GU,GU,27
2020-03-22,HI,HI,48
2020-03-22,IA,IA,90
2020-03-22,ID,ID,42
2020-03-22,IL,IL,1049
2020-03-22,IN,IN,201
2020-03-22,KS,KS,64
2020-03-22,KY,KY,99
2020-03-22,LA,LA,837
2020-03-22,MA,MA,646
2020-03-22,MD,MD,244
2020-03-22,ME,ME,89
2020-03-22,MI,MI,1035
2020-03-22,MN,MN,169
2020-03-22,MO,MO,90
2020-03-22,MP,MP,0
2020-03-22,MS,MS,207
2020-03-22,MT,MT,31
2020-03-22,NC,NC,255
2020-03-22,ND,ND,28
2020-03-22,NE,NE,48
2020-03-22,NH,NH,65
2020-03-22,NJ,NJ,1914
2020-03-22,NM,NM,57
2020-03-22,NV,NV,190
2020-03-22,NY,NY,15168
2020-03-22,OH,OH,351
2020-03-22,OK,OK,67
2020-03-22,OR,OR,161
2020-03-22,PA,PA,479
2020-03-22,PR,PR,23
2020-03-22,RI,RI,83
2020-03-22,SC,SC,195
2020-03-22,SD,SD,21
2020-03-22,TN,TN,505
2020-03-22,TX,TX,334
2020-03-22,UT,UT,181
2020-03-22,VA,VA,219
2020-03-22,VI,VI,6
2020-03-22,VT,VT,52
2020-03-22,WA,WA,2242
2020-03-22,WI,WI,385
2020-03-22,WV,WV,12
2020-03-22,WY,WY,24
2020-03-21,AK,AK,14
2020-03-21,AL,AL,124
2020-03-21,AR,AR,118
2020-03-21,AS,AS,
2020-03-21,AZ,AZ,104
2020-03-21,CA,CA,1279
2020-03-21,CO,CO,363
2020-03-21,CT,CT,194
2020-03-21,DC,DC,77
2020-03-21,DE,DE,45
2020-03-21,FL,FL,658
2020-03-21,GA,GA,507
2020-03-21,GU,GU,15
2020-03-21,HI,HI,37
2020-03-21,IA,IA,68
2020-03-21,ID,ID,31
2020-03-21,IL,IL,753
2020-03-21,IN,IN,126
2020-03-21,KS,KS,55
2020-03-21,KY,KY,54
2020-03-21,LA,LA,585
2020-03-21,MA,MA,525
2020-03-21,MD,MD,190
2020-03-21,ME,ME,73
2020-03-21,MI,MI,787
2020-03-21,MN,MN,138
2020-03-21,MO,MO,73
2020-03-21,MP,MP,0
2020-03-21,MS,MS,140
2020-03-21,MT,MT,20
2020-03-21,NC,NC,184
2020-03-21,ND,ND,28
2020-03-21,NE,NE,38
2020-03-21,NH,NH,55
2020-03-21,NJ,NJ,1327
2020-03-21,NM,NM,57
2020-03-21,NV,NV,124
2020-03-21,NY,NY,10356
2020-03-21,OH,OH,247
2020-03-21,OK,OK,53
2020-03-21,OR,OR,114
2020-03-21,PA,PA,371
2020-03-21,PR,PR,21
2020-03-21,RI,RI,66
2020-03-21,SC,SC,152
2020-03-21,SD,SD,14
2020-03-21,TN,TN,371
2020-03-21,TX,TX,304
2020-03-21,UT,UT,136
2020-03-21,VA,VA,152
2020-03-21,VI,VI,6
2020-03-21,VT,VT,29
2020-03-21,WA,WA,2006
2020-03-21,WI,WI,281
2020-03-21,WV,WV,11
2020-03-21,WY,WY,23
2020-03-20,AK,AK,12
2020-03-20,AL,AL,81
2020-03-20,AR,AR,96
2020-03-20,AS,AS,
2020-03-20,AZ,AZ,65
2020-03-20,CA,CA,1063
2020-03-20,CO,CO,277
2020-03-20,CT,CT,194
2020-03-20,DC,DC,71
2020-03-20,DE,DE,38
2020-03-20,FL,FL,520
2020-03-20,GA,GA,420
2020-03-20,GU,GU,14
2020-03-20,HI,HI,26
2020-03-20,IA,IA,45
2020-03-20,ID,ID,23
2020-03-20,IL,IL,585
2020-03-20,IN,IN,79
2020-03-20,KS,KS,44
2020-03-20,KY,KY,47
2020-03-20,LA,LA,479
2020-03-20,MA,MA,413
2020-03-20,MD,MD,149
2020-03-20,ME,ME,57
2020-03-20,MI,MI,549
2020-03-20,MN,MN,115
2020-03-20,MO,MO,47
2020-03-20,MP,MP,0
2020-03-20,MS,MS,80
2020-03-20,MT,MT,16
2020-03-20,NC,NC,137
2020-03-20,ND,ND,20
2020-03-20,NE,NE,32
2020-03-20,NH,NH,44
2020-03-20,NJ,NJ,890
2020-03-20,NM,NM,43
2020-03-20,NV,NV,109
2020-03-20,NY,NY,7102
2020-03-20,OH,OH,169
2020-03-20,OK,OK,49
2020-03-20,OR,OR,114
2020-03-20,PA,PA,268
2020-03-20,PR,PR,14
2020-03-20,RI,RI,54
2020-03-20,SC,SC,81
2020-03-20,SD,SD,14
2020-03-20,TN,TN,228
2020-03-20,TX,TX,194
2020-03-20,UT,UT,112
2020-03-20,VA,VA,114
2020-03-20,VI,VI,3
2020-03-20,VT,VT,29
2020-03-20,WA,WA,1773
2020-03-20,WI,WI,206
2020-03-20,WV,WV,7
2020-03-20,WY,WY,19
2020-03-19,AK,AK,6
2020-03-19,AL,AL,68
2020-03-19,AR,AR,46
2020-03-19,AS,AS,
2020-03-19,AZ,AZ,44
2020-03-19,CA,CA,924
2020-03-19,CO,CO,216
2020-03-19,CT,CT,96
2020-03-19,DC,DC,39
2020-03-19,DE,DE,30
2020-03-19,FL,FL,390
2020-03-19,GA,GA,287
2020-03-19,GU,GU,12
2020-03-19,HI,HI,16
2020-03-19,IA,IA,38
2020-03-19,ID,ID,11
2020-03-19,IL,IL,422
2020-03-19,IN,IN,56
2020-03-19,KS,KS,34
2020-03-19,KY,KY,35
2020-03-19,LA,LA,347
2020-03-19,MA,MA,328
2020-03-19,MD,MD,107
2020-03-19,ME,ME,53
2020-03-19,MI,MI,336
2020-03-19,MN,MN,89
2020-03-19,MO,MO,24
2020-03-19,MP,MP,0
2020-03-19,MS,MS,50
2020-03-19,MT,MT,12
2020-03-19,NC,NC,97
2020-03-19,ND,ND,15
2020-03-19,NE,NE,27
2020-03-19,NH,NH,39
2020-03-19,NJ,NJ,742
2020-03-19,NM,NM,35
2020-03-19,NV,NV,95
2020-03-19,NY,NY,4152
2020-03-19,OH,OH,119
2020-03-19,OK,OK,44
2020-03-19,OR,OR,88
2020-03-19,PA,PA,185
2020-03-19,PR,PR,5
2020-03-19,RI,RI,44
2020-03-19,SC,SC,60
2020-03-19,SD,SD,11
2020-03-19,TN,TN,154
2020-03-19,TX,TX,143
2020-03-19,UT,UT,78
2020-03-19,VA,VA,94
2020-03-19,VI,VI,3
2020-03-19,VT,VT,22
2020-03-19,WA,WA,1535
2020-03-19,WI,WI,155
2020-03-19,WV,WV,2
2020-03-19,WY,WY,18
2020-03-18,AK,AK,6
2020-03-18,AL,AL,46
2020-03-18,AR,AR,33
2020-03-18,AS,AS,
2020-03-18,AZ,AZ,28
2020-03-18,CA,CA,611
2020-03-18,CO,CO,183
2020-03-18,CT,CT,68
2020-03-18,DC,DC,31
2020-03-18,DE,DE,25
2020-03-18,FL,FL,314
2020-03-18,GA,GA,197
2020-03-18,GU,GU,8
2020-03-18,HI,HI,14
2020-03-18,IA,IA,29
2020-03-18,ID,ID,9
2020-03-18,IL,IL,288
2020-03-18,IN,IN,39
2020-03-18,KS,KS,16
2020-03-18,KY,KY,26
2020-03-18,LA,LA,240
2020-03-18,MA,MA,256
2020-03-18,MD,MD,85
2020-03-18,ME,ME,43
2020-03-18,MI,MI,80
2020-03-18,MN,MN,77
2020-03-18,MO,MO,13
2020-03-18,MP,MP,0
2020-03-18,MS,MS,34
2020-03-18,MT,MT,10
2020-03-18,NC,NC,63
2020-03-18,ND,ND,6
2020-03-18,NE,NE,24
2020-03-18,NH,NH,26
2020-03-18,NJ,NJ,427
2020-03-18,NM,NM,28
2020-03-18,NV,NV,55
2020-03-18,NY,NY,2382
2020-03-18,OH,OH,88
2020-03-18,OK,OK,29
2020-03-18,OR,OR,75
2020-03-18,PA,PA,133
2020-03-18,PR,PR,5
2020-03-18,RI,RI,33
2020-03-18,SC,SC,60
2020-03-18,SD,SD,11
2020-03-18,TN,TN,98
2020-03-18,TX,TX,83
2020-03-18,UT,UT,63
2020-03-18,VA,VA,77
2020-03-18,VI,VI,2
2020-03-18,VT,VT,19
2020-03-18,WA,WA,1388
2020-03-18,WI,WI,106
2020-03-18,WV,WV,1
2020-03-18,WY,WY,15
2020-03-17,AK,AK,3
2020-03-17,AL,AL,36
2020-03-17,AR,AR,22
2020-03-17,AS,AS,
2020-03-17,AZ,AZ,20
2020-03-17,CA,CA,483
2020-03-17,CO,CO,160
2020-03-17,CT,CT,41
2020-03-17,DC,DC,22
2020-03-17,DE,DE,16
2020-03-17,FL,FL,186
2020-03-17,GA,GA,146
2020-03-17,GU,GU,5
2020-03-17,HI,HI,10
2020-03-17,IA,IA,23
2020-03-17,ID,ID,7
2020-03-17,IL,IL,159
2020-03-17,IN,IN,30
2020-03-17,KS,KS,15
2020-03-17,KY,KY,22
2020-03-17,LA,LA,171
2020-03-17,MA,MA,218
2020-03-17,MD,MD,57
2020-03-17,ME,ME,32
2020-03-17,MI,MI,65
2020-03-17,MN,MN,60
2020-03-17,MO,MO,8
2020-03-17,MP,MP,0
2020-03-17,MS,MS,21
2020-03-17,MT,MT,8
2020-03-17,NC,NC,40
2020-03-17,ND,ND,3
2020-03-17,NE,NE,21
2020-03-17,NH,NH,17
2020-03-17,NJ,NJ,267
2020-03-17,NM,NM,23
2020-03-17,NV,NV,55
2020-03-17,NY,NY,1700
2020-03-17,OH,OH,67
2020-03-17,OK,OK,17
2020-03-17,OR,OR,47
2020-03-17,PA,PA,96
2020-03-17,PR,PR,5
2020-03-17,RI,RI,23
2020-03-17,SC,SC,33
2020-03-17,SD,SD,11
2020-03-17,TN,TN,73
2020-03-17,TX,TX,64
2020-03-17,UT,UT,51
2020-03-17,VA,VA,67
2020-03-17,VI,VI,2
2020-03-17,VT,VT,10
2020-03-17,WA,WA,1218
2020-03-17,WI,WI,72
2020-03-17,WV,WV,0
2020-03-17,WY,WY,10
2020-03-16,AK,AK,1
2020-03-16,AL,AL,28
2020-03-16,AR,AR,22
2020-03-16,AS,AS,
2020-03-16,AZ,AZ,18
2020-03-16,CA,CA,335
2020-03-16,CO,CO,131
2020-03-16,CT,CT,26
2020-03-16,DC,DC,17
2020-03-16,DE,DE,8
2020-03-16,FL,FL,141
2020-03-16,GA,GA,121
2020-03-16,GU,GU,3
2020-03-16,HI,HI,7
2020-03-16,IA,IA,22
2020-03-16,ID,ID,5
2020-03-16,IL,IL,93
2020-03-16,IN,IN,24
2020-03-16,KS,KS,11
2020-03-16,KY,KY,21
2020-03-16,LA,LA,114
2020-03-16,MA,MA,164
2020-03-16,MD,MD,37
2020-03-16,ME,ME,17
2020-03-16,MI,MI,53
2020-03-16,MN,MN,54
2020-03-16,MO,MO,6
2020-03-16,MP,MP,0
2020-03-16,MS,MS,12
2020-03-16,MT,MT,7
2020-03-16,NC,NC,33
2020-03-16,ND,ND,1
2020-03-16,NE,NE,18
2020-03-16,NH,NH,13
2020-03-16,NJ,NJ,178
2020-03-16,NM,NM,17
2020-03-16,NV,NV,45
2020-03-16,NY,NY,950
2020-03-16,OH,OH,50
2020-03-16,OK,OK,10
2020-03-16,OR,OR,39
2020-03-16,PA,PA,76
2020-03-16,PR,PR,5
2020-03-16,RI,RI,21
2020-03-16,SC,SC,28
2020-03-16,SD,SD,10
2020-03-16,TN,TN,52
2020-03-16,TX,TX,57
2020-03-16,UT,UT,39
2020-03-16,VA,VA,51
2020-03-16,VI,VI,1
2020-03-16,VT,VT,8
2020-03-16,WA,WA,1052
2020-03-16,WI,WI,47
2020-03-16,WV,WV,0
2020-03-16,WY,WY,3
2020-03-15,AK,AK,1
2020-03-15,AL,AL,12
2020-03-15,AR,AR,16
2020-03-15,AZ,AZ,12
2020-03-15,CA,CA,293
2020-03-15,CO,CO,131
2020-03-15,CT,CT,20
2020-03-15,DC,DC,16
2020-03-15,DE,DE,6
2020-03-15,FL,FL,116
2020-03-15,GA,GA,99
2020-03-15,HI,HI,2
2020-03-15,IA,IA,18
2020-03-15,ID,ID,5
2020-03-15,IL,IL,64
2020-03-15,IN,IN,19
2020-03-15,KS,KS,8
2020-03-15,KY,KY,16
2020-03-15,LA,LA,91
2020-03-15,MA,MA,138
2020-03-15,MD,MD,31
2020-03-15,ME,ME,3
2020-03-15,MI,MI,33
2020-03-15,MN,MN,35
2020-03-15,MO,MO,5
2020-03-15,MS,MS,10
2020-03-15,MT,MT,7
2020-03-15,NC,NC,32
2020-03-15,ND,ND,1
2020-03-15,NE,NE,17
2020-03-15,NH,NH,13
2020-03-15,NJ,NJ,98
2020-03-15,NM,NM,13
2020-03-15,NV,NV,21
2020-03-15,NY,NY,729
2020-03-15,OH,OH,36
2020-03-15,OK,OK,9
2020-03-15,OR,OR,36
2020-03-15,PA,PA,63
2020-03-15,RI,RI,20
2020-03-15,SC,SC,19
2020-03-15,SD,SD,9
2020-03-15,TN,TN,39
2020-03-15,TX,TX,56
2020-03-15,UT,UT,28
2020-03-15,VA,VA,45
2020-03-15,VT,VT,4
2020-03-15,WA,WA,924
2020-03-15,WI,WI,33
2020-03-15,WV,WV,0
2020-03-15,WY,WY,3
2020-03-14,AK,AK,1
2020-03-14,AL,AL,6
2020-03-14,AR,AR,12
2020-03-14,AZ,AZ,12
2020-03-14,CA,CA,252
2020-03-14,CO,CO,101
2020-03-14,CT,CT,11
2020-03-14,DC,DC,10
2020-03-14,DE,DE,6
2020-03-14,FL,FL,77
2020-03-14,GA,GA,66
2020-03-14,HI,HI,2
2020-03-14,IA,IA,17
2020-03-14,ID,ID,2
2020-03-14,IL,IL,46
2020-03-14,IN,IN,15
2020-03-14,KS,KS,6
2020-03-14,KY,KY,14
2020-03-14,LA,LA,69
2020-03-14,MA,MA,138
2020-03-14,MD,MD,26
2020-03-14,ME,ME,3
2020-03-14,MI,MI,25
2020-03-14,MN,MN,21
2020-03-14,MO,MO,4
2020-03-14,MS,MS,6
2020-03-14,MT,MT,5
2020-03-14,NC,NC,23
2020-03-14,ND,ND,1
2020-03-14,NE,NE,14
2020-03-14,NH,NH,7
2020-03-14,NJ,NJ,50
2020-03-14,NM,NM,10
2020-03-14,NV,NV,20
2020-03-14,NY,NY,524
2020-03-14,OH,OH,13
2020-03-14,OK,OK,4
2020-03-14,OR,OR,30
2020-03-14,PA,PA,47
2020-03-14,RI,RI,20
2020-03-14,SC,SC,13
2020-03-14,SD,SD,9
2020-03-14,TN,TN,32
2020-03-14,TX,TX,51
2020-03-14,UT,UT,6
2020-03-14,VA,VA,30
2020-03-14,VT,VT,4
2020-03-14,WA,WA,793
2020-03-14,WI,WI,19
2020-03-14,WV,WV,0
2020-03-14,WY,WY,2
2020-03-13,AK,AK,1
2020-03-13,AL,AL,1
2020-03-13,AR,AR,9
2020-03-13,AZ,AZ,9
2020-03-13,CA,CA,202
2020-03-13,CO,CO,72
2020-03-13,CT,CT,6
2020-03-13,DC,DC,10
2020-03-13,DE,DE,4
2020-03-13,FL,FL,50
2020-03-13,GA,GA,42
2020-03-13,HI,HI,2
2020-03-13,IA,IA,16
2020-03-13,ID,ID,0
2020-03-13,IL,IL,32
2020-03-13,IN,IN,12
2020-03-13,KS,KS,6
2020-03-13,KY,KY,11
2020-03-13,LA,LA,36
2020-03-13,MA,MA,123
2020-03-13,MD,MD,17
2020-03-13,ME,ME,3
2020-03-13,MI,MI,16
2020-03-13,MN,MN,14
2020-03-13,MO,MO,2
2020-03-13,MS,MS,4
2020-03-13,MT,MT,1
2020-03-13,NC,NC,15
2020-03-13,ND,ND,1
2020-03-13,NE,NE,13
2020-03-13,NH,NH,6
2020-03-13,NJ,NJ,50
2020-03-13,NM,NM,10
2020-03-13,NV,NV,11
2020-03-13,NY,NY,421
2020-03-13,OH,OH,13
2020-03-13,OK,OK,3
2020-03-13,OR,OR,30
2020-03-13,PA,PA,41
2020-03-13,RI,RI,14
2020-03-13,SC,SC,12
2020-03-13,SD,SD,9
2020-03-13,TN,TN,26
2020-03-13,TX,TX,39
2020-03-13,UT,UT,6
2020-03-13,VA,VA,30
2020-03-13,VT,VT,2
2020-03-13,WA,WA,693
2020-03-13,WI,WI,19
2020-03-13,WV,WV,0
2020-03-13,WY,WY,1
2020-03-12,AK,AK,0
2020-03-12,AL,AL,0
2020-03-12,AR,AR,6
2020-03-12,AZ,AZ,9
2020-03-12,CA,CA,202
2020-03-12,CO,CO,45
2020-03-12,CT,CT,6
2020-03-12,DC,DC,10
2020-03-12,DE,DE,4
2020-03-12,FL,FL,32
2020-03-12,GA,GA,31
2020-03-12,HI,HI,2
2020-03-12,IA,IA,14
2020-03-12,ID,ID,0
2020-03-12,IL,IL,25
2020-03-12,IN,IN,12
2020-03-12,KS,KS,4
2020-03-12,KY,KY,8
2020-03-12,LA,LA,14
2020-03-12,MA,MA,95
2020-03-12,MD,MD,12
2020-03-12,ME,ME,1
2020-03-12,MI,MI,2
2020-03-12,MN,MN,9
2020-03-12,MO,MO,1
2020-03-12,MS,MS,1
2020-03-12,MT,MT,1
2020-03-12,NC,NC,12
2020-03-12,ND,ND,1
2020-03-12,NE,NE,10
2020-03-12,NH,NH,6
2020-03-12,NJ,NJ,30
2020-03-12,NM,NM,5
2020-03-12,NV,NV,7
2020-03-12,NY,NY,216
2020-03-12,OH,OH,5
2020-03-12,OK,OK,3
2020-03-12,OR,OR,19
